accuracy,f1,roc_auc,model,feature_set,n_features
0.8157752566180443,0.7386973180076628,0.8889342214820983,logistic_regression,demographic_only,5
0.7671528903295516,0.6737320211960636,0.8583244731954139,random_forest,demographic_only,5
0.7930848190167477,0.7122464312546957,0.8725773393966566,xgboost,demographic_only,5
0.7893030794165316,0.7013782542113323,0.8697956830846089,logistic_regression,lifestyle_only,47
0.779578606158833,0.7068965517241379,0.868327675654903,random_forest,lifestyle_only,47
0.7833603457590491,0.7096307023895728,0.8578646000128097,xgboost,lifestyle_only,47
0.8287412209616424,0.7603930461073318,0.9063869852046371,logistic_regression,combined,52
0.823878984332793,0.7613469985358712,0.9036002049574073,random_forest,combined,52
0.8195569962182604,0.7525925925925926,0.8969832831614679,xgboost,combined,52
